epoch,train_loss,train_accuracy,test_loss,test_accuracy
1,0.6654807941055297,0.58688,0.6343570143508911,0.64096
2,0.6114864953422546,0.66636,0.6462182049560546,0.631
3,0.5969096407699584,0.68412,0.5620889965629577,0.70584
4,0.5734835966682434,0.70376,0.5829225937080383,0.693
5,0.5444878981208802,0.72912,0.5994675140953064,0.67896
6,0.5496920340633392,0.72572,0.4737553106021881,0.77964
7,0.4901052566432953,0.7724,0.46840575565338133,0.78764
8,0.4879040721511841,0.77368,0.6279983713340759,0.6618
